yp, y, ul, u, ur, v, T, rho
0,0,0,0,0,0,97.5,0.0249108
0.0185488,1.45745e-07,0.642847,0.640148,0.639262,0,97.7169,0.0248555
0.0370981,2.91493e-07,1.28582,1.28041,1.27863,0,97.9334,0.0248005
0.0556483,4.37249e-07,1.93012,1.922,1.91934,0,98.15,0.0247458
0.0741999,5.83015e-07,2.57468,2.56383,2.56027,0,98.3664,0.0246914
0.0927534,7.28796e-07,3.2205,3.20694,3.20249,0,98.5828,0.0246372
0.111309,8.74596e-07,3.86672,3.85041,3.84506,0,98.7989,0.0245833
0.129868,1.02042e-06,4.51413,4.4951,4.48885,0,99.0151,0.0245296
0.14843,1.16626e-06,5.16208,5.14028,5.13313,0,99.2311,0.0244762
0.166995,1.31214e-06,5.81115,5.78661,5.77856,0,99.4471,0.024423
0.185565,1.45805e-06,6.46089,6.43358,6.42461,0,99.6629,0.0243701
0.204139,1.60399e-06,7.11168,7.08161,7.07174,0,99.8787,0.0243175
0.222719,1.74998e-06,7.76329,7.73044,7.71964,0,100.094,0.0242651
0.241304,1.89601e-06,8.41587,8.38024,8.36855,0,100.31,0.0242129
0.259895,2.04209e-06,9.06942,9.03099,9.01837,0,100.526,0.024161
0.278493,2.18821e-06,9.72386,9.68264,9.66911,0,100.741,0.0241093
0.297097,2.3344e-06,10.3794,10.3354,10.3209,0,100.957,0.0240578
0.315709,2.48064e-06,11.0358,10.9889,10.9736,0,101.172,0.0240066
0.334329,2.62694e-06,11.6934,11.6438,11.6275,0,101.387,0.0239556
0.352958,2.77331e-06,12.3518,12.2993,12.2821,0,101.603,0.0239049
0.371595,2.91975e-06,13.0116,12.9563,12.9381,0,101.818,0.0238543
0.390241,3.06626e-06,13.672,13.6138,13.5947,0,102.033,0.023804
0.408897,3.21285e-06,14.334,14.273,14.253,0,102.249,0.0237539
0.427564,3.35952e-06,14.9967,14.9328,14.9118,0,102.464,0.023704
0.446241,3.50627e-06,15.661,15.5942,15.5723,0,102.679,0.0236543
0.46493,3.65312e-06,16.326,16.2563,16.2334,0,102.894,0.0236049
0.48363,3.80005e-06,16.9924,16.9199,16.8961,0,103.109,0.0235556
0.502342,3.94708e-06,17.6599,17.5845,17.5596,0,103.324,0.0235066
0.521066,4.0942e-06,18.3287,18.2504,18.2246,0,103.539,0.0234577
0.539804,4.24143e-06,18.9986,18.9174,18.8906,0,103.755,0.0234091
0.558556,4.38877e-06,19.6698,19.5856,19.558,0,103.97,0.0233607
0.577321,4.53621e-06,20.3423,20.2552,20.2266,0,104.185,0.0233124
0.596101,4.68377e-06,21.0159,20.9259,20.8963,0,104.4,0.0232644
0.614895,4.83145e-06,21.6911,21.5981,21.5675,0,104.615,0.0232166
0.633705,4.97925e-06,22.3672,22.2713,22.2398,0,104.83,0.0231689
0.652531,5.12717e-06,23.0451,22.9463,22.9137,0,105.045,0.0231214
0.671374,5.27522e-06,23.724,23.6221,23.5885,0,105.26,0.0230742
0.690233,5.4234e-06,24.4046,24.2998,24.2653,0,105.476,0.0230271
0.709109,5.57172e-06,25.0863,24.9784,24.9429,0,105.691,0.0229802
0.728004,5.72018e-06,25.7696,25.6588,25.6223,0,105.906,0.0229335
0.746916,5.86878e-06,26.4542,26.3404,26.3029,0,106.122,0.022887
0.765847,6.01753e-06,27.1403,27.0235,26.985,0,106.337,0.0228406
0.784797,6.16643e-06,27.828,27.7081,27.6686,0,106.552,0.0227944
0.803767,6.31549e-06,28.517,28.394,28.3536,0,106.768,0.0227485
0.822758,6.4647e-06,29.2077,29.0817,29.0402,0,106.983,0.0227026
0.841768,6.61407e-06,29.8996,29.7705,29.7281,0,107.199,0.022657
0.8608,6.76361e-06,30.5935,30.4614,30.4179,0,107.414,0.0226115
0.879853,6.91332e-06,31.2887,31.1534,31.1088,0,107.63,0.0225662
0.898929,7.0632e-06,31.9856,31.8473,31.8018,0,107.846,0.0225211
0.918027,7.21326e-06,32.684,32.5426,32.496,0,108.062,0.0224761
0.937148,7.3635e-06,33.3841,33.2396,33.192,0,108.277,0.0224313
0.956292,7.51393e-06,34.0859,33.9383,33.8897,0,108.493,0.0223866
0.97546,7.66454e-06,34.7892,34.6385,34.5888,0,108.709,0.0223421
0.994653,7.81534e-06,35.4945,35.3406,35.2899,0,108.925,0.0222978
1.01387,7.96634e-06,36.2012,36.0441,35.9923,0,109.142,0.0222537
1.03311,8.11754e-06,36.9099,36.7497,36.6969,0,109.358,0.0222096
1.05238,8.26895e-06,37.6202,37.4568,37.4029,0,109.574,0.0221658
1.07168,8.42056e-06,38.3324,38.1657,38.1108,0,109.791,0.0221221
1.091,8.57238e-06,39.0463,38.8765,38.8205,0,110.007,0.0220785
1.11035,8.72441e-06,39.7619,39.5889,39.5319,0,110.224,0.0220351
1.12973,8.87667e-06,40.4796,40.3034,40.2453,0,110.441,0.0219919
1.14913,9.02915e-06,41.199,41.0194,40.9602,0,110.658,0.0219488
1.16857,9.18185e-06,41.9204,41.7377,41.6774,0,110.875,0.0219058
1.18803,9.33478e-06,42.6436,42.4576,42.3962,0,111.092,0.021863
1.20752,9.48795e-06,43.3688,43.1795,43.1171,0,111.309,0.0218204
1.22705,9.64135e-06,44.0959,43.9034,43.8399,0,111.526,0.0217779
1.2466,9.795e-06,44.8249,44.629,44.5645,0,111.743,0.0217355
1.26619,9.94889e-06,45.5561,45.357,45.2913,0,111.961,0.0216933
1.28581,1.0103e-05,46.2892,46.0866,46.0198,0,112.179,0.0216512
1.30546,1.02574e-05,47.0243,46.8185,46.7506,0,112.397,0.0216092
1.32514,1.04121e-05,47.7615,47.5524,47.4833,0,112.614,0.0215674
1.34485,1.0567e-05,48.5007,48.2882,48.2181,0,112.832,0.0215257
1.3646,1.07222e-05,49.2422,49.0263,48.9551,0,113.051,0.0214842
1.38439,1.08776e-05,49.9856,49.7663,49.6939,0,113.269,0.0214428
1.4042,1.10333e-05,50.7314,50.5087,50.4352,0,113.487,0.0214015
1.42406,1.11893e-05,51.4792,51.2531,51.1784,0,113.706,0.0213603
1.44395,1.13456e-05,52.2291,51.9996,51.9239,0,113.925,0.0213193
1.46387,1.15022e-05,52.9815,52.7485,52.6716,0,114.144,0.0212784
1.48383,1.1659e-05,53.7359,53.4994,53.4213,0,114.363,0.0212377
1.50383,1.18161e-05,54.4927,54.2528,54.1736,0,114.582,0.0211971
1.52387,1.19736e-05,55.2517,55.0083,54.928,0,114.801,0.0211565
1.54394,1.21313e-05,56.0129,55.766,55.6846,0,115.021,0.0211162
1.56406,1.22893e-05,56.7767,56.5263,56.4437,0,115.24,0.0210759
1.58421,1.24477e-05,57.5426,57.2887,57.2049,0,115.46,0.0210358
1.6044,1.26064e-05,58.311,58.0536,57.9687,0,115.68,0.0209958
1.62463,1.27653e-05,59.0819,58.8209,58.7348,0,115.9,0.0209559
1.64491,1.29246e-05,59.855,59.5904,59.5031,0,116.121,0.0209162
1.66522,1.30842e-05,60.6308,60.3627,60.2742,0,116.341,0.0208765
1.68558,1.32442e-05,61.4089,61.1372,61.0474,0,116.562,0.020837
1.70598,1.34045e-05,62.1894,61.9141,61.8232,0,116.783,0.0207976
1.72642,1.35651e-05,62.9727,62.6938,62.6016,0,117.004,0.0207583
1.7469,1.3726e-05,63.7583,63.4757,63.3823,0,117.225,0.0207192
1.76743,1.38873e-05,64.5466,64.2603,64.1658,0,117.446,0.0206801
1.788,1.4049e-05,65.3374,65.0476,64.9518,0,117.668,0.0206412
1.80862,1.4211e-05,66.1308,65.8372,65.7402,0,117.889,0.0206024
1.82928,1.43733e-05,66.927,66.6297,66.5315,0,118.111,0.0205637
1.84999,1.4536e-05,67.7257,67.4248,67.3253,0,118.333,0.0205251
1.87074,1.46991e-05,68.5271,68.2223,68.1217,0,118.555,0.0204867
1.89155,1.48625e-05,69.3313,69.0229,68.921,0,118.778,0.0204483
1.91239,1.50264e-05,70.1382,69.826,69.7228,0,119,0.02041
1.93329,1.51906e-05,70.9477,70.6318,70.5274,0,119.223,0.0203719
1.95424,1.53551e-05,71.7603,71.4405,71.3348,0,119.446,0.0203339
1.97523,1.55201e-05,72.5755,72.2519,72.1449,0,119.669,0.020296
1.99627,1.56854e-05,73.3935,73.0661,72.9579,0,119.892,0.0202582
2.01737,1.58512e-05,74.2145,73.8833,73.7738,0,120.116,0.0202205
2.03851,1.60173e-05,75.0382,74.7031,74.5923,0,120.339,0.0201829
2.05971,1.61839e-05,75.8649,75.5259,75.4139,0,120.563,0.0201454
2.08095,1.63508e-05,76.6946,76.3518,76.2384,0,120.787,0.0201081
2.10225,1.65181e-05,77.5272,77.1804,77.0656,0,121.011,0.0200708
2.1236,1.66859e-05,78.3627,78.012,77.8961,0,121.236,0.0200337
2.14501,1.68541e-05,79.2014,78.8467,78.7295,0,121.46,0.0199966
2.16647,1.70227e-05,80.0429,79.6843,79.5656,0,121.685,0.0199597
2.18798,1.71917e-05,80.8875,80.525,80.4051,0,121.91,0.0199229
2.20955,1.73612e-05,81.7353,81.3688,81.2476,0,122.135,0.0198861
2.23117,1.75311e-05,82.5861,82.2156,82.0929,0,122.361,0.0198495
2.25285,1.77014e-05,83.44,83.0654,82.9416,0,122.586,0.019813
2.27459,1.78722e-05,84.2973,83.9187,83.7934,0,122.812,0.0197766
2.29638,1.80435e-05,85.1575,84.7749,84.6482,0,123.038,0.0197403
2.31823,1.82151e-05,86.021,85.6341,85.5062,0,123.264,0.0197041
2.34014,1.83873e-05,86.8878,86.4969,86.3676,0,123.49,0.019668
2.3621,1.85599e-05,87.7578,87.3628,87.2321,0,123.717,0.019632
2.38413,1.87329e-05,88.631,88.2318,88.0997,0,123.943,0.0195961
2.40621,1.89065e-05,89.5076,89.1043,88.9709,0,124.17,0.0195603
2.42836,1.90805e-05,90.3875,89.9801,89.8452,0,124.397,0.0195246
2.45057,1.9255e-05,91.2707,90.8591,90.7228,0,124.624,0.019489
2.47283,1.94299e-05,92.1573,91.7415,91.6039,0,124.851,0.0194535
2.49516,1.96054e-05,93.0474,92.6274,92.4884,0,125.079,0.0194182
2.51756,1.97813e-05,93.9409,93.5166,93.3761,0,125.306,0.0193829
2.54001,1.99578e-05,94.8378,94.4092,94.2673,0,125.534,0.0193477
2.56253,2.01347e-05,95.7382,95.3054,95.1621,0,125.762,0.0193126
2.58511,2.03121e-05,96.6421,96.2051,96.0603,0,125.99,0.0192777
2.60776,2.04901e-05,97.5495,97.1081,96.9618,0,126.219,0.0192428
2.63047,2.06686e-05,98.4604,98.0147,97.8671,0,126.447,0.019208
2.65325,2.08476e-05,99.3751,98.925,98.7759,0,126.676,0.0191733
2.6761,2.10271e-05,100.293,99.8389,99.6882,0,126.905,0.0191388
2.69901,2.12071e-05,101.215,100.756,100.604,0,127.134,0.0191043
2.72199,2.13877e-05,102.14,101.677,101.524,0,127.363,0.0190699
2.74504,2.15688e-05,103.07,102.602,102.447,0,127.592,0.0190357
2.76816,2.17504e-05,104.002,103.53,103.374,0,127.821,0.0190015
2.79134,2.19326e-05,104.939,104.462,104.304,0,128.051,0.0189674
2.8146,2.21153e-05,105.879,105.398,105.239,0,128.281,0.0189335
2.83793,2.22986e-05,106.823,106.338,106.177,0,128.51,0.0188996
2.86133,2.24825e-05,107.771,107.281,107.119,0,128.74,0.0188659
2.8848,2.26669e-05,108.723,108.228,108.064,0,128.97,0.0188322
2.90834,2.28518e-05,109.678,109.179,109.014,0,129.201,0.0187987
2.93195,2.30374e-05,110.638,110.134,109.967,0,129.431,0.0187652
2.95564,2.32235e-05,111.601,111.093,110.924,0,129.661,0.0187319
2.9794,2.34102e-05,112.568,112.055,111.885,0,129.892,0.0186986
3.00324,2.35975e-05,113.539,113.022,112.85,0,130.123,0.0186655
3.02715,2.37854e-05,114.515,113.992,113.819,0,130.353,0.0186324
3.05114,2.39739e-05,115.494,114.967,114.792,0,130.584,0.0185995
3.07521,2.4163e-05,116.477,115.945,115.769,0,130.815,0.0185666
3.09935,2.43527e-05,117.464,116.928,116.749,0,131.046,0.0185339
3.12357,2.4543e-05,118.455,117.914,117.734,0,131.277,0.0185013
3.14786,2.47339e-05,119.45,118.905,118.723,0,131.509,0.0184688
3.17224,2.49254e-05,120.45,119.899,119.716,0,131.74,0.0184363
3.1967,2.51176e-05,121.453,120.898,120.713,0,131.971,0.018404
3.22123,2.53104e-05,122.461,121.901,121.714,0,132.203,0.0183718
3.24585,2.55038e-05,123.472,122.907,122.72,0,132.434,0.0183397
3.27055,2.56978e-05,124.488,123.919,123.729,0,132.665,0.0183077
3.29533,2.58925e-05,125.508,124.934,124.743,0,132.897,0.0182758
3.32019,2.60879e-05,126.533,125.953,125.76,0,133.129,0.018244
3.34513,2.62839e-05,127.561,126.977,126.782,0,133.36,0.0182123
3.37016,2.64806e-05,128.594,128.005,127.809,0,133.592,0.0181808
3.39528,2.66779e-05,129.631,129.037,128.839,0,133.823,0.0181493
3.42048,2.68759e-05,130.673,130.074,129.874,0,134.055,0.0181179
3.44576,2.70746e-05,131.718,131.114,130.913,0,134.287,0.0180867
3.47113,2.72739e-05,132.768,132.159,131.956,0,134.518,0.0180556
3.49659,2.74739e-05,133.823,133.209,133.004,0,134.75,0.0180245
3.52213,2.76747e-05,134.881,134.262,134.056,0,134.981,0.0179936
3.54777,2.78761e-05,135.945,135.32,135.112,0,135.213,0.0179628
3.57349,2.80782e-05,137.012,136.383,136.173,0,135.444,0.0179321
3.5993,2.8281e-05,138.084,137.45,137.238,0,135.676,0.0179015
3.6252,2.84845e-05,139.16,138.521,138.307,0,135.907,0.017871
3.6512,2.86887e-05,140.241,139.597,139.381,0,136.138,0.0178407
3.67728,2.88937e-05,141.326,140.677,140.46,0,136.369,0.0178104
3.70346,2.90994e-05,142.416,141.761,141.542,0,136.6,0.0177803
3.72973,2.93058e-05,143.51,142.85,142.63,0,136.831,0.0177503
3.75609,2.95129e-05,144.609,143.944,143.721,0,137.062,0.0177204
3.78255,2.97208e-05,145.712,145.042,144.818,0,137.293,0.0176906
3.8091,2.99294e-05,146.82,146.144,145.918,0,137.524,0.017661
3.83574,3.01388e-05,147.932,147.252,147.023,0,137.754,0.0176314
3.86249,3.03489e-05,149.049,148.363,148.133,0,137.984,0.017602
3.88933,3.05598e-05,150.17,149.479,149.247,0,138.214,0.0175727
3.91626,3.07715e-05,151.296,150.6,150.366,0,138.444,0.0175435
3.9433,3.09839e-05,152.426,151.725,151.489,0,138.674,0.0175144
3.97043,3.11971e-05,153.561,152.854,152.617,0,138.904,0.0174855
3.99767,3.14111e-05,154.7,153.988,153.749,0,139.133,0.0174567
4.025,3.16259e-05,155.844,155.127,154.886,0,139.362,0.017428
4.05244,3.18414e-05,156.993,156.271,156.028,0,139.591,0.0173994
4.07997,3.20578e-05,158.146,157.419,157.174,0,139.819,0.017371
4.10761,3.22749e-05,159.304,158.571,158.324,0,140.048,0.0173427
4.13535,3.24929e-05,160.466,159.728,159.479,0,140.276,0.0173145
4.1632,3.27117e-05,161.633,160.89,160.639,0,140.503,0.0172864
4.19114,3.29313e-05,162.805,162.056,161.803,0,140.731,0.0172585
4.2192,3.31517e-05,163.981,163.227,162.972,0,140.958,0.0172307
4.24736,3.3373e-05,165.162,164.402,164.145,0,141.185,0.017203
4.27562,3.35951e-05,166.347,165.582,165.323,0,141.411,0.0171755
4.304,3.3818e-05,167.537,166.766,166.506,0,141.637,0.0171481
4.33248,3.40418e-05,168.731,167.955,167.693,0,141.862,0.0171208
4.36107,3.42665e-05,169.93,169.149,168.884,0,142.088,0.0170937
4.38977,3.4492e-05,171.134,170.347,170.08,0,142.312,0.0170667
4.41858,3.47183e-05,172.342,171.55,171.281,0,142.537,0.0170398
4.4475,3.49455e-05,173.554,172.757,172.486,0,142.761,0.0170131
4.47653,3.51736e-05,174.771,173.968,173.696,0,142.984,0.0169865
4.50567,3.54026e-05,175.993,175.185,174.91,0,143.207,0.0169601
4.53492,3.56325e-05,177.219,176.405,176.128,0,143.429,0.0169338
4.56429,3.58633e-05,178.45,177.63,177.351,0,143.651,0.0169076
4.59378,3.60949e-05,179.685,178.86,178.579,0,143.873,0.0168816
4.62338,3.63275e-05,180.924,180.094,179.811,0,144.093,0.0168557
4.65309,3.6561e-05,182.168,181.333,181.047,0,144.314,0.01683
4.68292,3.67954e-05,183.416,182.575,182.288,0,144.533,0.0168044
4.71287,3.70307e-05,184.669,183.823,183.533,0,144.752,0.016779
4.74294,3.72669e-05,185.926,185.074,184.783,0,144.971,0.0167537
4.77312,3.75041e-05,187.187,186.33,186.037,0,145.188,0.0167286
4.80343,3.77422e-05,188.453,187.591,187.295,0,145.406,0.0167036
4.83385,3.79813e-05,189.723,188.855,188.557,0,145.622,0.0166788
4.8644,3.82213e-05,190.997,190.124,189.824,0,145.838,0.0166541
4.89507,3.84623e-05,192.276,191.397,191.095,0,146.053,0.0166296
4.92586,3.87042e-05,193.558,192.674,192.37,0,146.267,0.0166053
4.95677,3.89471e-05,194.845,193.956,193.649,0,146.48,0.0165811
4.98781,3.9191e-05,196.136,195.241,194.932,0,146.693,0.016557
5.01898,3.94359e-05,197.431,196.531,196.22,0,146.905,0.0165332
5.05026,3.96817e-05,198.73,197.825,197.511,0,147.116,0.0165094
5.08168,3.99286e-05,200.033,199.122,198.807,0,147.326,0.0164859
5.11322,4.01764e-05,201.34,200.424,200.106,0,147.535,0.0164625
5.14489,4.04253e-05,202.651,201.73,201.41,0,147.744,0.0164393
5.17669,4.06751e-05,203.966,203.039,202.717,0,147.951,0.0164162
5.20862,4.0926e-05,205.284,204.353,204.028,0,148.158,0.0163933
5.24068,4.11779e-05,206.607,205.67,205.343,0,148.364,0.0163706
5.27287,4.14308e-05,207.933,206.991,206.662,0,148.568,0.016348
5.3052,4.16848e-05,209.263,208.315,207.984,0,148.772,0.0163257
5.33765,4.19398e-05,210.596,209.643,209.31,0,148.975,0.0163034
5.37024,4.21959e-05,211.933,210.975,210.64,0,149.176,0.0162814
5.40297,4.2453e-05,213.274,212.311,211.973,0,149.377,0.0162595
5.43583,4.27112e-05,214.618,213.65,213.309,0,149.576,0.0162379
5.46882,4.29705e-05,215.965,214.992,214.649,0,149.775,0.0162163
5.50196,4.32308e-05,217.316,216.338,215.993,0,149.972,0.016195
5.53523,4.34923e-05,218.67,217.687,217.34,0,150.168,0.0161738
5.56864,4.37548e-05,220.027,219.039,218.689,0,150.363,0.0161529
5.60219,4.40184e-05,221.388,220.394,220.043,0,150.557,0.0161321
5.63588,4.42831e-05,222.751,221.753,221.399,0,150.75,0.0161115
5.66971,4.45489e-05,224.118,223.114,222.758,0,150.941,0.016091
5.70368,4.48158e-05,225.487,224.479,224.12,0,151.132,0.0160708
5.7378,4.50839e-05,226.86,225.846,225.485,0,151.32,0.0160507
5.77205,4.53531e-05,228.235,227.217,226.853,0,151.508,0.0160308
5.80646,4.56234e-05,229.613,228.59,228.224,0,151.694,0.0160111
5.84101,4.58949e-05,230.993,229.965,229.597,0,151.879,0.0159916
5.8757,4.61675e-05,232.376,231.344,230.973,0,152.063,0.0159723
5.91055,4.64412e-05,233.762,232.725,232.352,0,152.245,0.0159532
5.94554,4.67162e-05,235.15,234.108,233.733,0,152.426,0.0159343
5.98068,4.69923e-05,236.54,235.494,235.116,0,152.606,0.0159155
6.01597,4.72696e-05,237.932,236.882,236.502,0,152.784,0.015897
6.05141,4.7548e-05,239.327,238.272,237.889,0,152.961,0.0158786
6.087,4.78277e-05,240.724,239.664,239.279,0,153.136,0.0158604
6.12274,4.81086e-05,242.123,241.058,240.671,0,153.31,0.0158425
6.15864,4.83906e-05,243.523,242.455,242.065,0,153.482,0.0158247
6.19469,4.86739e-05,244.926,243.853,243.461,0,153.653,0.0158071
6.2309,4.89584e-05,246.33,245.253,244.858,0,153.822,0.0157897
6.26726,4.92441e-05,247.736,246.654,246.257,0,153.989,0.0157725
6.30378,4.9531e-05,249.143,248.057,247.658,0,154.155,0.0157555
6.34046,4.98192e-05,250.552,249.462,249.06,0,154.32,0.0157387
6.3773,5.01087e-05,251.962,250.868,250.464,0,154.483,0.0157221
6.41429,5.03994e-05,253.374,252.275,251.869,0,154.644,0.0157057
6.45145,5.06913e-05,254.786,253.684,253.275,0,154.804,0.0156895
6.48877,5.09846e-05,256.2,255.094,254.682,0,154.962,0.0156735
6.52625,5.12791e-05,257.615,256.505,256.09,0,155.118,0.0156577
6.5639,5.15749e-05,259.03,257.916,257.5,0,155.273,0.0156422
6.60171,5.18719e-05,260.447,259.329,258.91,0,155.426,0.0156268
6.63968,5.21703e-05,261.864,260.742,260.32,0,155.577,0.0156116
6.67782,5.247e-05,263.281,262.156,261.732,0,155.727,0.0155966
6.71613,5.2771e-05,264.699,263.57,263.144,0,155.874,0.0155818
6.75461,5.30733e-05,266.118,264.985,264.556,0,156.021,0.0155672
6.79325,5.3377e-05,267.537,266.4,265.969,0,156.165,0.0155528
6.83207,5.3682e-05,268.956,267.816,267.382,0,156.307,0.0155386
6.87106,5.39883e-05,270.375,269.231,268.795,0,156.448,0.0155246
6.91022,5.4296e-05,271.794,270.647,270.208,0,156.587,0.0155108
6.94955,5.46051e-05,273.213,272.063,271.622,0,156.725,0.0154973
6.98905,5.49155e-05,274.632,273.478,273.035,0,156.86,0.0154839
7.02874,5.52273e-05,276.05,274.894,274.447,0,156.994,0.0154707
7.06859,5.55404e-05,277.468,276.309,275.86,0,157.125,0.0154577
7.10863,5.5855e-05,278.886,277.723,277.272,0,157.255,0.0154449
7.14884,5.6171e-05,280.303,279.137,278.683,0,157.383,0.0154324
7.18923,5.64884e-05,281.719,280.55,280.094,0,157.51,0.01542
7.22981,5.68071e-05,283.135,281.963,281.504,0,157.634,0.0154078
7.27056,5.71273e-05,284.55,283.375,282.914,0,157.757,0.0153958
7.31149,5.7449e-05,285.964,284.786,284.322,0,157.878,0.0153841
7.35261,5.77721e-05,287.376,286.196,285.73,0,157.997,0.0153725
7.39391,5.80966e-05,288.788,287.605,287.136,0,158.114,0.0153611
7.4354,5.84226e-05,290.198,289.012,288.541,0,158.229,0.0153499
7.47708,5.875e-05,291.608,290.419,289.945,0,158.342,0.0153389
7.51894,5.9079e-05,293.015,291.824,291.348,0,158.453,0.0153282
7.56099,5.94094e-05,294.421,293.227,292.749,0,158.563,0.0153176
7.60323,5.97412e-05,295.826,294.63,294.148,0,158.671,0.0153072
7.64566,6.00746e-05,297.229,296.03,295.546,0,158.777,0.015297
7.68828,6.04095e-05,298.63,297.429,296.943,0,158.88,0.015287
7.73109,6.07459e-05,300.029,298.826,298.337,0,158.983,0.0152772
7.7741,6.10838e-05,301.427,300.221,299.73,0,159.083,0.0152675
7.8173,6.14233e-05,302.822,301.614,301.12,0,159.181,0.0152581
7.8607,6.17643e-05,304.216,303.005,302.509,0,159.277,0.0152489
7.90429,6.21068e-05,305.607,304.394,303.896,0,159.372,0.0152398
7.94808,6.24509e-05,306.996,305.781,305.28,0,159.465,0.015231
7.99208,6.27966e-05,308.382,307.166,306.662,0,159.556,0.0152223
8.03627,6.31438e-05,309.767,308.548,308.042,0,159.645,0.0152138
8.08066,6.34926e-05,311.149,309.928,309.419,0,159.732,0.0152055
8.12526,6.3843e-05,312.528,311.305,310.794,0,159.817,0.0151974
8.17006,6.4195e-05,313.905,312.68,312.167,0,159.9,0.0151895
8.21506,6.45486e-05,315.279,314.052,313.537,0,159.982,0.0151817
8.26027,6.49039e-05,316.65,315.422,314.904,0,160.062,0.0151741
8.30569,6.52607e-05,318.019,316.789,316.268,0,160.14,0.0151668
8.35131,6.56192e-05,319.385,318.153,317.63,0,160.216,0.0151596
8.39715,6.59794e-05,320.748,319.514,318.988,0,160.29,0.0151525
8.44319,6.63411e-05,322.108,320.873,320.344,0,160.363,0.0151457
8.48945,6.67046e-05,323.464,322.228,321.697,0,160.433,0.015139
8.53592,6.70697e-05,324.818,323.58,323.047,0,160.502,0.0151325
8.5826,6.74365e-05,326.169,324.929,324.394,0,160.569,0.0151262
8.6295,6.7805e-05,327.517,326.275,325.737,0,160.635,0.01512
8.67661,6.81752e-05,328.861,327.618,327.078,0,160.698,0.0151141
8.72394,6.85471e-05,330.202,328.958,328.415,0,160.76,0.0151082
8.77149,6.89207e-05,331.54,330.294,329.749,0,160.82,0.0151026
8.81926,6.9296e-05,332.874,331.627,331.079,0,160.878,0.0150971
8.86725,6.96731e-05,334.205,332.957,332.407,0,160.935,0.0150918
8.91546,7.00519e-05,335.533,334.284,333.731,0,160.99,0.0150867
8.9639,7.04325e-05,336.857,335.606,335.051,0,161.043,0.0150817
9.01256,7.08148e-05,338.178,336.926,336.368,0,161.095,0.0150769
9.06144,7.1199e-05,339.495,338.242,337.681,0,161.144,0.0150722
9.11055,7.15848e-05,340.808,339.554,338.991,0,161.192,0.0150677
9.1599,7.19725e-05,342.118,340.863,340.297,0,161.239,0.0150634
9.20947,7.2362e-05,343.424,342.168,341.6,0,161.284,0.0150592
9.25927,7.27533e-05,344.727,343.469,342.899,0,161.327,0.0150551
9.3093,7.31465e-05,346.026,344.767,344.194,0,161.368,0.0150513
9.35957,7.35414e-05,347.321,346.061,345.486,0,161.408,0.0150475
9.41007,7.39382e-05,348.612,347.351,346.774,0,161.447,0.015044
9.4608,7.43369e-05,349.9,348.638,348.058,0,161.483,0.0150405
9.51178,7.47374e-05,351.183,349.92,349.338,0,161.519,0.0150373
9.56299,7.51398e-05,352.463,351.199,350.615,0,161.552,0.0150341
9.61444,7.55441e-05,353.739,352.475,351.887,0,161.584,0.0150312
9.66613,7.59502e-05,355.012,353.746,353.156,0,161.615,0.0150283
9.71807,7.63583e-05,356.28,355.013,354.421,0,161.644,0.0150256
9.77024,7.67683e-05,357.545,356.277,355.683,0,161.671,0.0150231
9.82267,7.71802e-05,358.805,357.537,356.94,0,161.697,0.0150207
9.87534,7.7594e-05,360.062,358.792,358.193,0,161.722,0.0150184
9.92825,7.80098e-05,361.315,360.044,359.443,0,161.745,0.0150163
9.98142,7.84275e-05,362.564,361.292,360.688,0,161.766,0.0150143
10.0348,7.88472e-05,363.808,362.536,361.93,0,161.786,0.0150124
10.0885,7.92689e-05,365.049,363.777,363.168,0,161.805,0.0150107
10.1424,7.96925e-05,366.286,365.013,364.401,0,161.822,0.0150091
10.1966,8.01182e-05,367.52,366.245,365.631,0,161.838,0.0150076
10.251,8.05459e-05,368.749,367.473,366.857,0,161.852,0.0150063
10.3057,8.09755e-05,369.974,368.698,368.079,0,161.865,0.0150051
10.3606,8.14073e-05,371.195,369.918,369.297,0,161.877,0.015004
10.4158,8.1841e-05,372.412,371.135,370.511,0,161.887,0.015003
10.4713,8.22768e-05,373.626,372.347,371.721,0,161.896,0.0150022
10.527,8.27147e-05,374.835,373.556,372.928,0,161.904,0.0150015
10.583,8.31546e-05,376.04,374.76,374.13,0,161.91,0.0150009
10.6393,8.35966e-05,377.242,375.961,375.328,0,161.915,0.0150005
10.6958,8.40407e-05,378.439,377.158,376.522,0,161.919,0.0150001
10.7526,8.44869e-05,379.633,378.351,377.713,0,161.921,0.0149999
10.8097,8.49352e-05,380.823,379.54,378.899,0,161.922,0.0149998
10.867,8.53857e-05,382.008,380.725,380.082,0,161.922,0.0149998
10.9246,8.58383e-05,383.19,381.906,381.261,0,161.921,0.0149999
10.9825,8.6293e-05,384.368,383.083,382.435,0,161.918,0.0150002
11.0406,8.675e-05,385.542,384.256,383.606,0,161.914,0.0150005
11.099,8.7209e-05,386.712,385.425,384.773,0,161.909,0.015001
11.1577,8.76703e-05,387.879,386.591,385.936,0,161.903,0.0150016
11.2167,8.81338e-05,389.041,387.753,387.096,0,161.896,0.0150023
11.276,8.85994e-05,390.2,388.91,388.251,0,161.887,0.0150031
11.3355,8.90673e-05,391.354,390.064,389.403,0,161.877,0.015004
11.3954,8.95374e-05,392.505,391.215,390.55,0,161.866,0.015005
