yp, y, ul, u, ur, v, T, rho
150.817,0.00118502,865.769,864.192,862.749,0,57.3312,0.0423643
151.574,0.00119097,866.17,864.642,863.239,0,57.1365,0.0425087
152.334,0.00119695,866.558,865.08,863.716,0,56.9472,0.0426501
153.099,0.00120295,866.93,865.504,864.181,0,56.7636,0.042788
153.867,0.00120899,867.289,865.913,864.631,0,56.5862,0.0429222
154.64,0.00121506,867.632,866.309,865.068,0,56.4144,0.0430528
155.416,0.00122116,867.963,866.691,865.492,0,56.2487,0.0431797
156.196,0.00122729,868.289,867.058,865.901,0,56.0895,0.0433023
156.98,0.00123345,868.614,867.41,866.296,0,55.9362,0.0434209
157.768,0.00123964,868.939,867.748,866.678,0,55.7891,0.0435354
158.559,0.00124586,869.092,868.074,867.044,0,55.6472,0.0436464
159.355,0.00125211,869.1,868.399,867.397,0,55.5058,0.0437576
160.155,0.00125839,869.1,868.723,867.735,0,55.3644,0.0438693
160.959,0.00126471,869.1,869.047,868.06,0,55.2229,0.0439817
161.767,0.00127106,869.1,869.1,868.384,0,55.2,0.044
162.579,0.00127744,869.1,869.1,868.708,0,55.2,0.044
163.394,0.00128385,869.1,869.1,869.032,0,55.2,0.044
164.215,0.00129029,869.1,869.1,869.1,0,55.2,0.044
165.039,0.00129677,869.1,869.1,869.1,0,55.2,0.044
165.867,0.00130328,869.1,869.1,869.1,0,55.2,0.044
166.699,0.00130982,869.1,869.1,869.1,0,55.2,0.044
167.536,0.00131639,869.1,869.1,869.1,0,55.2,0.044
168.377,0.001323,869.1,869.1,869.1,0,55.2,0.044
169.222,0.00132964,869.1,869.1,869.1,0,55.2,0.044
170.071,0.00133631,869.1,869.1,869.1,0,55.2,0.044
170.925,0.00134302,869.1,869.1,869.1,0,55.2,0.044
171.783,0.00134976,869.1,869.1,869.1,0,55.2,0.044
172.645,0.00135653,869.1,869.1,869.1,0,55.2,0.044
173.511,0.00136334,869.1,869.1,869.1,0,55.2,0.044
174.382,0.00137018,869.1,869.1,869.1,0,55.2,0.044
175.257,0.00137706,869.1,869.1,869.1,0,55.2,0.044
176.137,0.00138397,869.1,869.1,869.1,0,55.2,0.044
177.021,0.00139091,869.1,869.1,869.1,0,55.2,0.044
177.909,0.00139789,869.1,869.1,869.1,0,55.2,0.044
178.802,0.00140491,869.1,869.1,869.1,0,55.2,0.044
179.699,0.00141196,869.1,869.1,869.1,0,55.2,0.044
180.601,0.00141905,869.1,869.1,869.1,0,55.2,0.044
181.507,0.00142617,869.1,869.1,869.1,0,55.2,0.044
182.418,0.00143333,869.1,869.1,869.1,0,55.2,0.044
183.334,0.00144052,869.1,869.1,869.1,0,55.2,0.044
184.254,0.00144775,869.1,869.1,869.1,0,55.2,0.044
185.179,0.00145501,869.1,869.1,869.1,0,55.2,0.044
186.108,0.00146232,869.1,869.1,869.1,0,55.2,0.044
187.042,0.00146965,869.1,869.1,869.1,0,55.2,0.044
187.981,0.00147703,869.1,869.1,869.1,0,55.2,0.044
188.924,0.00148444,869.1,869.1,869.1,0,55.2,0.044
189.872,0.00149189,869.1,869.1,869.1,0,55.2,0.044
190.825,0.00149938,869.1,869.1,869.1,0,55.2,0.044
191.783,0.0015069,869.1,869.1,869.1,0,55.2,0.044
192.745,0.00151447,869.1,869.1,869.1,0,55.2,0.044
193.712,0.00152207,869.1,869.1,869.1,0,55.2,0.044
194.685,0.00152971,869.1,869.1,869.1,0,55.2,0.044
195.662,0.00153738,869.1,869.1,869.1,0,55.2,0.044
196.643,0.0015451,869.1,869.1,869.1,0,55.2,0.044
197.63,0.00155285,869.1,869.1,869.1,0,55.2,0.044
198.622,0.00156064,869.1,869.1,869.1,0,55.2,0.044
199.619,0.00156848,869.1,869.1,869.1,0,55.2,0.044
200.621,0.00157635,869.1,869.1,869.1,0,55.2,0.044
201.627,0.00158426,869.1,869.1,869.1,0,55.2,0.044
202.639,0.00159221,869.1,869.1,869.1,0,55.2,0.044
203.656,0.0016002,869.1,869.1,869.1,0,55.2,0.044
204.678,0.00160823,869.1,869.1,869.1,0,55.2,0.044
205.705,0.0016163,869.1,869.1,869.1,0,55.2,0.044
206.738,0.00162441,869.1,869.1,869.1,0,55.2,0.044
207.775,0.00163256,869.1,869.1,869.1,0,55.2,0.044
208.818,0.00164076,869.1,869.1,869.1,0,55.2,0.044
209.866,0.00164899,869.1,869.1,869.1,0,55.2,0.044
210.919,0.00165727,869.1,869.1,869.1,0,55.2,0.044
211.977,0.00166558,869.1,869.1,869.1,0,55.2,0.044
213.041,0.00167394,869.1,869.1,869.1,0,55.2,0.044
214.11,0.00168234,869.1,869.1,869.1,0,55.2,0.044
215.185,0.00169078,869.1,869.1,869.1,0,55.2,0.044
216.265,0.00169927,869.1,869.1,869.1,0,55.2,0.044
217.35,0.0017078,869.1,869.1,869.1,0,55.2,0.044
218.441,0.00171637,869.1,869.1,869.1,0,55.2,0.044
219.537,0.00172498,869.1,869.1,869.1,0,55.2,0.044
220.639,0.00173364,869.1,869.1,869.1,0,55.2,0.044
221.746,0.00174233,869.1,869.1,869.1,0,55.2,0.044
222.859,0.00175108,869.1,869.1,869.1,0,55.2,0.044
223.977,0.00175987,869.1,869.1,869.1,0,55.2,0.044
225.101,0.0017687,869.1,869.1,869.1,0,55.2,0.044
226.23,0.00177757,869.1,869.1,869.1,0,55.2,0.044
227.366,0.00178649,869.1,869.1,869.1,0,55.2,0.044
228.507,0.00179546,869.1,869.1,869.1,0,55.2,0.044
229.653,0.00180447,869.1,869.1,869.1,0,55.2,0.044
230.806,0.00181352,869.1,869.1,869.1,0,55.2,0.044
231.964,0.00182262,869.1,869.1,869.1,0,55.2,0.044
233.128,0.00183177,869.1,869.1,869.1,0,55.2,0.044
234.298,0.00184096,869.1,869.1,869.1,0,55.2,0.044
235.474,0.0018502,869.1,869.1,869.1,0,55.2,0.044
236.655,0.00185949,869.1,869.1,869.1,0,55.2,0.044
237.843,0.00186882,869.1,869.1,869.1,0,55.2,0.044
239.037,0.00187819,869.1,869.1,869.1,0,55.2,0.044
240.236,0.00188762,869.1,869.1,869.1,0,55.2,0.044
241.442,0.00189709,869.1,869.1,869.1,0,55.2,0.044
242.653,0.00190661,869.1,869.1,869.1,0,55.2,0.044
243.871,0.00191618,869.1,869.1,869.1,0,55.2,0.044
245.095,0.00192579,869.1,869.1,869.1,0,55.2,0.044
246.325,0.00193546,869.1,869.1,869.1,0,55.2,0.044
247.561,0.00194517,869.1,869.1,869.1,0,55.2,0.044
248.803,0.00195493,869.1,869.1,869.1,0,55.2,0.044
250.051,0.00196474,869.1,869.1,869.1,0,55.2,0.044
251.306,0.0019746,869.1,869.1,869.1,0,55.2,0.044
252.567,0.00198451,869.1,869.1,869.1,0,55.2,0.044
253.835,0.00199447,869.1,869.1,869.1,0,55.2,0.044
255.108,0.00200448,869.1,869.1,869.1,0,55.2,0.044
256.389,0.00201454,869.1,869.1,869.1,0,55.2,0.044
257.675,0.00202464,869.1,869.1,869.1,0,55.2,0.044
258.968,0.0020348,869.1,869.1,869.1,0,55.2,0.044
260.268,0.00204502,869.1,869.1,869.1,0,55.2,0.044
261.574,0.00205528,869.1,869.1,869.1,0,55.2,0.044
262.886,0.00206559,869.1,869.1,869.1,0,55.2,0.044
264.206,0.00207596,869.1,869.1,869.1,0,55.2,0.044
265.531,0.00208637,869.1,869.1,869.1,0,55.2,0.044
266.864,0.00209684,869.1,869.1,869.1,0,55.2,0.044
268.203,0.00210737,869.1,869.1,869.1,0,55.2,0.044
269.549,0.00211794,869.1,869.1,869.1,0,55.2,0.044
270.901,0.00212857,869.1,869.1,869.1,0,55.2,0.044
272.261,0.00213925,869.1,869.1,869.1,0,55.2,0.044
273.627,0.00214998,869.1,869.1,869.1,0,55.2,0.044
275,0.00216077,869.1,869.1,869.1,0,55.2,0.044
